global_play_order,unit_number,section_number_global,section_number_in_unit,card_key,card_name,arcana_type,is_symbol_intro,node_number,node_type,node_id,format_code,format_name,anchor_variant,node_phase,cards_involved,cards_to_recall_count,distractor_tier,notes
333,6,46,6,minor_cups_07,Seven of Cups,minor,False,3,standard,U6-S46-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_07|major_19_sun|major_01_magician|major_16_tower,1,easy,Second anchor variant of the same new card (no new symbol this section)
334,6,46,6,minor_cups_07,Seven of Cups,minor,False,4,standard,U6-S46-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_07|minor_cups_06|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
335,6,46,6,minor_cups_07,Seven of Cups,minor,False,5,standard,U6-S46-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_07|minor_cups_06|minor_cups_05|minor_cups_04|minor_cups_03,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
336,6,46,6,minor_cups_07,Seven of Cups,minor,False,6,standard,U6-S46-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_07|minor_cups_06|minor_cups_05|minor_cups_04,4,n/a,True/False statements drawn from the new card plus recently taught cards
337,6,46,6,minor_cups_07,Seven of Cups,minor,False,7,standard,U6-S46-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_07|minor_cups_06|minor_cups_05|minor_cups_04|minor_cups_03,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
338,6,47,7,minor_cups_08,Eight of Cups,minor,False,1,standard,U6-S47-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_08|major_19_sun|major_21_world|minor_cups_10,1,easy,First exposure: full keyword list -> card art
339,6,47,7,minor_cups_08,Eight of Cups,minor,False,2,standard,U6-S47-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_08|major_19_sun|major_21_world|minor_cups_10,1,easy,Reverse direction: card art -> matching description
340,6,47,7,minor_cups_08,Eight of Cups,minor,False,3,standard,U6-S47-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_08|major_19_sun|major_21_world|minor_cups_10,1,easy,Second anchor variant of the same new card (no new symbol this section)
341,6,47,7,minor_cups_08,Eight of Cups,minor,False,4,standard,U6-S47-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_08|minor_cups_07|major_19_sun|major_21_world,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
342,6,47,7,minor_cups_08,Eight of Cups,minor,False,5,standard,U6-S47-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_08|minor_cups_07|minor_cups_06|minor_cups_05|minor_cups_04,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
343,6,47,7,minor_cups_08,Eight of Cups,minor,False,6,standard,U6-S47-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_08|minor_cups_07|minor_cups_06|minor_cups_05,4,n/a,True/False statements drawn from the new card plus recently taught cards
344,6,47,7,minor_cups_08,Eight of Cups,minor,False,7,standard,U6-S47-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_08|minor_cups_07|minor_cups_06|minor_cups_05|minor_cups_04,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
345,6,48,8,minor_cups_09,Nine of Cups,minor,False,1,standard,U6-S48-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_09|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,First exposure: full keyword list -> card art
346,6,48,8,minor_cups_09,Nine of Cups,minor,False,2,standard,U6-S48-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_09|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Reverse direction: card art -> matching description
347,6,48,8,minor_cups_09,Nine of Cups,minor,False,3,standard,U6-S48-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_09|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
348,6,48,8,minor_cups_09,Nine of Cups,minor,False,4,standard,U6-S48-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_09|minor_cups_08|major_16_tower|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
349,6,48,8,minor_cups_09,Nine of Cups,minor,False,5,standard,U6-S48-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_09|minor_cups_08|minor_cups_07|minor_cups_06|minor_cups_05,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
350,6,48,8,minor_cups_09,Nine of Cups,minor,False,6,standard,U6-S48-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_09|minor_cups_08|minor_cups_07|minor_cups_06,4,n/a,True/False statements drawn from the new card plus recently taught cards
351,6,48,8,minor_cups_09,Nine of Cups,minor,False,7,standard,U6-S48-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_09|minor_cups_08|minor_cups_07|minor_cups_06|minor_cups_05,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
352,6,48,8,minor_cups_09,Nine of Cups,minor,False,8,throwback,U6-S48-THROWBACK-N8,C,Board Matching,tile_grid,throwback_review,minor_wands_queen|minor_wands_king|minor_pentacles_page,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 25-27 sections since last exposure), independent of the new card"
353,6,48,RECAP,,Unit 6 Recap,mixed,False,1,unit_recap,U6-S48-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,minor_cups_02|minor_cups_03|minor_cups_04|minor_cups_05|minor_cups_06|minor_cups_07|minor_cups_08|minor_cups_09,8,n/a,"End-of-unit checkpoint: boards every card from Unit 6 against each other, no new card introduced"
354,6,48,CUMULATIVE,,Cumulative Review after Unit 6,mixed,False,1,cumulative_review,U6-S48-CUMULATIVE_REVIEW-N1,B,True/False Talking Point,mixed_card_statements,cumulative_review,minor_pentacles_ace|major_06_lovers|minor_swords_ace|major_08_strength|major_11_justice|major_19_sun,6,n/a,Reaches back across ALL prior units (not just this one) to the 6 stalest cards overall
355,7,49,1,major_02_high_priestess,The High Priestess,major,True,1,standard,U7-S49-N1,A1,Choose Card From Keywords,keywords,isolation,major_02_high_priestess|major_07_chariot|major_16_tower|major_04_emperor,1,easy,First exposure: full keyword list -> card art
356,7,49,1,major_02_high_priestess,The High Priestess,major,True,2,standard,U7-S49-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_02_high_priestess|major_07_chariot|major_16_tower|major_04_emperor,1,easy,Reverse direction: card art -> matching description
357,7,49,1,major_02_high_priestess,The High Priestess,major,True,3,standard,U7-S49-N3,A5,Symbol Meaning Match,meaning_phrase_to_symbol,isolation,major_02_high_priestess,1,easy,New symbol taught: Planet - Moon
358,7,49,1,major_02_high_priestess,The High Priestess,major,True,4,standard,U7-S49-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_02_high_priestess|minor_cups_09|major_07_chariot|major_16_tower,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
359,7,49,1,major_02_high_priestess,The High Priestess,major,True,5,standard,U7-S49-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07|minor_cups_06,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
360,7,49,1,major_02_high_priestess,The High Priestess,major,True,6,standard,U7-S49-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07,4,n/a,True/False statements drawn from the new card plus recently taught cards
361,7,49,1,major_02_high_priestess,The High Priestess,major,True,7,standard,U7-S49-N7,C,Board Matching,tile_grid,interleave_review,major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07|minor_cups_06,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
362,7,50,2,minor_wands_02,Two of Wands,minor,False,1,standard,U7-S50-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_02|major_02_high_priestess|major_12_hanged_man|major_18_moon,1,easy,First exposure: full keyword list -> card art
363,7,50,2,minor_wands_02,Two of Wands,minor,False,2,standard,U7-S50-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_02|major_02_high_priestess|major_12_hanged_man|major_18_moon,1,easy,Reverse direction: card art -> matching description
364,7,50,2,minor_wands_02,Two of Wands,minor,False,3,standard,U7-S50-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_02|major_02_high_priestess|major_12_hanged_man|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
365,7,50,2,minor_wands_02,Two of Wands,minor,False,4,standard,U7-S50-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_02|major_02_high_priestess|major_02_high_priestess|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
366,7,50,2,minor_wands_02,Two of Wands,minor,False,5,standard,U7-S50-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
367,7,50,2,minor_wands_02,Two of Wands,minor,False,6,standard,U7-S50-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08,4,n/a,True/False statements drawn from the new card plus recently taught cards
368,7,50,2,minor_wands_02,Two of Wands,minor,False,7,standard,U7-S50-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07|minor_cups_06,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
369,7,51,3,minor_wands_03,Three of Wands,minor,False,1,standard,U7-S51-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_03|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,First exposure: full keyword list -> card art
370,7,51,3,minor_wands_03,Three of Wands,minor,False,2,standard,U7-S51-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_03|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Reverse direction: card art -> matching description
371,7,51,3,minor_wands_03,Three of Wands,minor,False,3,standard,U7-S51-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_03|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Second anchor variant of the same new card (no new symbol this section)
372,7,51,3,minor_wands_03,Three of Wands,minor,False,4,standard,U7-S51-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_03|minor_wands_02|major_12_hanged_man|major_18_moon,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
373,7,51,3,minor_wands_03,Three of Wands,minor,False,5,standard,U7-S51-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
374,7,51,3,minor_wands_03,Three of Wands,minor,False,6,standard,U7-S51-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09,4,n/a,True/False statements drawn from the new card plus recently taught cards
375,7,51,3,minor_wands_03,Three of Wands,minor,False,7,standard,U7-S51-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08|minor_cups_07,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
376,7,52,4,minor_wands_04,Four of Wands,minor,False,1,standard,U7-S52-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_04|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,First exposure: full keyword list -> card art
377,7,52,4,minor_wands_04,Four of Wands,minor,False,2,standard,U7-S52-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_04|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Reverse direction: card art -> matching description
378,7,52,4,minor_wands_04,Four of Wands,minor,False,3,standard,U7-S52-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_04|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Second anchor variant of the same new card (no new symbol this section)
379,7,52,4,minor_wands_04,Four of Wands,minor,False,4,standard,U7-S52-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_04|minor_wands_03|major_12_hanged_man|major_18_moon,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
380,7,52,4,minor_wands_04,Four of Wands,minor,False,5,standard,U7-S52-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
381,7,52,4,minor_wands_04,Four of Wands,minor,False,6,standard,U7-S52-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess,4,n/a,True/False statements drawn from the new card plus recently taught cards
382,7,52,4,minor_wands_04,Four of Wands,minor,False,7,standard,U7-S52-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09|minor_cups_08,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
383,7,52,4,minor_wands_04,Four of Wands,minor,False,8,throwback,U7-S52-THROWBACK-N8,B,True/False Talking Point,mixed_card_statements,throwback_review,major_00_fool|minor_cups_ace|major_08_strength,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 28-28 sections since last exposure), independent of the new card"
384,7,53,5,minor_wands_05,Five of Wands,minor,False,1,standard,U7-S53-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_05|major_02_high_priestess|major_09_hermit|major_21_world,1,easy,First exposure: full keyword list -> card art
385,7,53,5,minor_wands_05,Five of Wands,minor,False,2,standard,U7-S53-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_05|major_02_high_priestess|major_09_hermit|major_21_world,1,easy,Reverse direction: card art -> matching description
386,7,53,5,minor_wands_05,Five of Wands,minor,False,3,standard,U7-S53-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_05|major_02_high_priestess|major_09_hermit|major_21_world,1,easy,Second anchor variant of the same new card (no new symbol this section)
387,7,53,5,minor_wands_05,Five of Wands,minor,False,4,standard,U7-S53-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_05|minor_wands_04|major_02_high_priestess|major_09_hermit,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
388,7,53,5,minor_wands_05,Five of Wands,minor,False,5,standard,U7-S53-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
389,7,53,5,minor_wands_05,Five of Wands,minor,False,6,standard,U7-S53-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02,4,n/a,True/False statements drawn from the new card plus recently taught cards
390,7,53,5,minor_wands_05,Five of Wands,minor,False,7,standard,U7-S53-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess|minor_cups_09,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
391,7,54,6,minor_wands_06,Six of Wands,minor,False,1,standard,U7-S54-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_06|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,First exposure: full keyword list -> card art
392,7,54,6,minor_wands_06,Six of Wands,minor,False,2,standard,U7-S54-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_06|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Reverse direction: card art -> matching description
393,7,54,6,minor_wands_06,Six of Wands,minor,False,3,standard,U7-S54-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_06|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Second anchor variant of the same new card (no new symbol this section)
394,7,54,6,minor_wands_06,Six of Wands,minor,False,4,standard,U7-S54-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_06|minor_wands_05|major_12_hanged_man|major_18_moon,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
395,7,54,6,minor_wands_06,Six of Wands,minor,False,5,standard,U7-S54-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
396,7,54,6,minor_wands_06,Six of Wands,minor,False,6,standard,U7-S54-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03,4,n/a,True/False statements drawn from the new card plus recently taught cards
397,7,54,6,minor_wands_06,Six of Wands,minor,False,7,standard,U7-S54-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02|major_02_high_priestess,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
398,7,55,7,minor_wands_07,Seven of Wands,minor,False,1,standard,U7-S55-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_07|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,First exposure: full keyword list -> card art
399,7,55,7,minor_wands_07,Seven of Wands,minor,False,2,standard,U7-S55-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_07|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,Reverse direction: card art -> matching description
400,7,55,7,minor_wands_07,Seven of Wands,minor,False,3,standard,U7-S55-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_07|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,Second anchor variant of the same new card (no new symbol this section)
401,7,55,7,minor_wands_07,Seven of Wands,minor,False,4,standard,U7-S55-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_07|minor_wands_06|major_02_high_priestess|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
402,7,55,7,minor_wands_07,Seven of Wands,minor,False,5,standard,U7-S55-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
403,7,55,7,minor_wands_07,Seven of Wands,minor,False,6,standard,U7-S55-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04,4,n/a,True/False statements drawn from the new card plus recently taught cards
404,7,55,7,minor_wands_07,Seven of Wands,minor,False,7,standard,U7-S55-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03|minor_wands_02,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
405,7,56,8,minor_wands_08,Eight of Wands,minor,False,1,standard,U7-S56-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_08|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,First exposure: full keyword list -> card art
406,7,56,8,minor_wands_08,Eight of Wands,minor,False,2,standard,U7-S56-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_08|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Reverse direction: card art -> matching description
407,7,56,8,minor_wands_08,Eight of Wands,minor,False,3,standard,U7-S56-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_08|major_12_hanged_man|major_18_moon|minor_swords_08,1,easy,Second anchor variant of the same new card (no new symbol this section)
408,7,56,8,minor_wands_08,Eight of Wands,minor,False,4,standard,U7-S56-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_08|minor_wands_07|major_12_hanged_man|major_18_moon,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
409,7,56,8,minor_wands_08,Eight of Wands,minor,False,5,standard,U7-S56-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
410,7,56,8,minor_wands_08,Eight of Wands,minor,False,6,standard,U7-S56-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05,4,n/a,True/False statements drawn from the new card plus recently taught cards
411,7,56,8,minor_wands_08,Eight of Wands,minor,False,7,standard,U7-S56-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04|minor_wands_03,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
412,7,56,8,minor_wands_08,Eight of Wands,minor,False,8,throwback,U7-S56-THROWBACK-N8,C,Board Matching,tile_grid,throwback_review,minor_pentacles_knight|minor_pentacles_queen|minor_pentacles_king,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 29-32 sections since last exposure), independent of the new card"
413,7,56,RECAP,,Unit 7 Recap,mixed,False,1,unit_recap,U7-S56-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,major_02_high_priestess|minor_wands_02|minor_wands_03|minor_wands_04|minor_wands_05|minor_wands_06|minor_wands_07|minor_wands_08,8,n/a,"End-of-unit checkpoint: boards every card from Unit 7 against each other, no new card introduced"
414,8,57,1,minor_wands_09,Nine of Wands,minor,False,1,standard,U8-S57-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_09|major_19_sun|major_03_empress|major_00_fool,1,easy,First exposure: full keyword list -> card art
415,8,57,1,minor_wands_09,Nine of Wands,minor,False,2,standard,U8-S57-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_09|major_19_sun|major_03_empress|major_00_fool,1,easy,Reverse direction: card art -> matching description
416,8,57,1,minor_wands_09,Nine of Wands,minor,False,3,standard,U8-S57-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_09|major_19_sun|major_03_empress|major_00_fool,1,easy,Second anchor variant of the same new card (no new symbol this section)
417,8,57,1,minor_wands_09,Nine of Wands,minor,False,4,standard,U8-S57-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_09|minor_wands_08|major_19_sun|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
418,8,57,1,minor_wands_09,Nine of Wands,minor,False,5,standard,U8-S57-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
419,8,57,1,minor_wands_09,Nine of Wands,minor,False,6,standard,U8-S57-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06,4,n/a,True/False statements drawn from the new card plus recently taught cards
420,8,57,1,minor_wands_09,Nine of Wands,minor,False,7,standard,U8-S57-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05|minor_wands_04,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
421,8,58,2,minor_wands_10,Ten of Wands,minor,False,1,standard,U8-S58-N1,A1,Choose Card From Keywords,keywords,isolation,minor_wands_10|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,First exposure: full keyword list -> card art
422,8,58,2,minor_wands_10,Ten of Wands,minor,False,2,standard,U8-S58-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_wands_10|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,Reverse direction: card art -> matching description
423,8,58,2,minor_wands_10,Ten of Wands,minor,False,3,standard,U8-S58-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_wands_10|major_02_high_priestess|major_03_empress|major_09_hermit,1,easy,Second anchor variant of the same new card (no new symbol this section)
424,8,58,2,minor_wands_10,Ten of Wands,minor,False,4,standard,U8-S58-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_wands_10|minor_wands_09|major_02_high_priestess|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
425,8,58,2,minor_wands_10,Ten of Wands,minor,False,5,standard,U8-S58-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
426,8,58,2,minor_wands_10,Ten of Wands,minor,False,6,standard,U8-S58-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07,4,n/a,True/False statements drawn from the new card plus recently taught cards
427,8,58,2,minor_wands_10,Ten of Wands,minor,False,7,standard,U8-S58-N7,C,Board Matching,tile_grid,interleave_review,minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06|minor_wands_05,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
428,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,1,standard,U8-S59-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_02|major_02_high_priestess|major_09_hermit|major_12_hanged_man,1,easy,First exposure: full keyword list -> card art
429,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,2,standard,U8-S59-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_02|major_02_high_priestess|major_09_hermit|major_12_hanged_man,1,easy,Reverse direction: card art -> matching description
430,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,3,standard,U8-S59-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_02|major_02_high_priestess|major_09_hermit|major_12_hanged_man,1,easy,Second anchor variant of the same new card (no new symbol this section)
431,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,4,standard,U8-S59-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_02|minor_wands_10|major_02_high_priestess|major_09_hermit,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
432,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,5,standard,U8-S59-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06,6,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
433,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,6,standard,U8-S59-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08,4,n/a,True/False statements drawn from the new card plus recently taught cards
434,8,59,3,minor_pentacles_02,Two of Pentacles,minor,False,7,standard,U8-S59-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_02|minor_wands_10|minor_wands_09|minor_wands_08|minor_wands_07|minor_wands_06,6,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
