card_key_a,card_key_b,mean_abs_diff,similarity_score,difficulty_tier
minor_swords_queen,minor_wands_03,0.833,1,Hard
minor_swords_queen,minor_wands_04,1.167,1,Hard
minor_swords_queen,minor_wands_05,1.167,1,Hard
minor_swords_queen,minor_wands_06,1.333,1,Hard
minor_swords_queen,minor_wands_07,1.167,1,Hard
minor_swords_queen,minor_wands_08,1.0,1,Hard
minor_swords_queen,minor_wands_09,1.0,1,Hard
minor_swords_queen,minor_wands_10,0.833,1,Hard
minor_swords_queen,minor_wands_page,1.5,2,Medium
minor_swords_queen,minor_wands_knight,1.667,2,Medium
minor_swords_queen,minor_wands_queen,0.833,1,Hard
minor_swords_queen,minor_wands_king,1.333,1,Hard
minor_swords_queen,minor_cups_ace,1.0,1,Hard
minor_swords_queen,minor_cups_02,1.333,1,Hard
minor_swords_queen,minor_cups_03,1.333,1,Hard
minor_swords_queen,minor_cups_04,1.5,2,Medium
minor_swords_queen,minor_cups_05,1.667,2,Medium
minor_swords_queen,minor_cups_06,0.667,1,Hard
minor_swords_queen,minor_cups_07,1.167,1,Hard
minor_swords_queen,minor_cups_08,1.5,2,Medium
minor_swords_queen,minor_cups_09,0.667,1,Hard
minor_swords_queen,minor_cups_10,1.167,1,Hard
minor_swords_queen,minor_cups_page,1.0,1,Hard
minor_swords_queen,minor_cups_knight,1.667,2,Medium
minor_swords_queen,minor_cups_queen,1.5,2,Medium
minor_swords_queen,minor_cups_king,0.833,1,Hard
minor_swords_queen,minor_swords_ace,0.667,1,Hard
minor_swords_queen,minor_swords_02,1.167,1,Hard
minor_swords_queen,minor_swords_03,1.5,2,Medium
minor_swords_queen,minor_swords_04,1.167,1,Hard
minor_swords_queen,minor_swords_05,1.5,2,Medium
minor_swords_queen,minor_swords_06,0.5,1,Hard
minor_swords_queen,minor_swords_07,0.833,1,Hard
minor_swords_queen,minor_swords_08,2.333,3,Easy
minor_swords_queen,minor_swords_09,2.333,3,Easy
minor_swords_queen,minor_swords_10,2.0,3,Easy
minor_swords_queen,minor_swords_page,0.667,1,Hard
minor_swords_queen,minor_swords_knight,0.833,1,Hard
minor_swords_queen,minor_swords_king,0.5,1,Hard
minor_swords_queen,minor_pentacles_ace,0.833,1,Hard
minor_swords_queen,minor_pentacles_02,0.833,1,Hard
minor_swords_queen,minor_pentacles_03,1.167,1,Hard
minor_swords_queen,minor_pentacles_04,1.0,1,Hard
minor_swords_queen,minor_pentacles_05,1.667,2,Medium
minor_swords_queen,minor_pentacles_06,0.833,1,Hard
minor_swords_queen,minor_pentacles_07,0.5,1,Hard
minor_swords_queen,minor_pentacles_08,0.833,1,Hard
minor_swords_queen,minor_pentacles_09,1.0,1,Hard
minor_swords_queen,minor_pentacles_10,1.0,1,Hard
minor_swords_queen,minor_pentacles_page,0.333,1,Hard
minor_swords_queen,minor_pentacles_knight,0.333,1,Hard
minor_swords_queen,minor_pentacles_queen,0.833,1,Hard
minor_swords_queen,minor_pentacles_king,0.833,1,Hard
minor_swords_king,major_00_fool,2.167,3,Easy
minor_swords_king,major_01_magician,1.167,1,Hard
minor_swords_king,major_02_high_priestess,2.667,3,Easy
minor_swords_king,major_03_empress,1.667,2,Medium
minor_swords_king,major_04_emperor,0.667,1,Hard
minor_swords_king,major_05_hierophant,1.333,1,Hard
minor_swords_king,major_06_lovers,1.5,2,Medium
minor_swords_king,major_07_chariot,1.167,1,Hard
minor_swords_king,major_08_strength,0.667,1,Hard
minor_swords_king,major_09_hermit,2.0,3,Easy
minor_swords_king,major_10_wheel_of_fortune,1.5,2,Medium
minor_swords_king,major_11_justice,0.333,1,Hard
minor_swords_king,major_12_hanged_man,2.833,3,Easy
minor_swords_king,major_13_death,2.167,3,Easy
minor_swords_king,major_14_temperance,1.333,1,Hard
minor_swords_king,major_15_devil,1.667,2,Medium
minor_swords_king,major_16_tower,2.5,3,Easy
minor_swords_king,major_17_star,1.333,1,Hard
minor_swords_king,major_18_moon,2.833,3,Easy
minor_swords_king,major_19_sun,1.5,2,Medium
minor_swords_king,major_20_judgment,1.167,1,Hard
minor_swords_king,major_21_world,1.333,1,Hard
minor_swords_king,minor_wands_ace,1.667,2,Medium
minor_swords_king,minor_wands_02,0.5,1,Hard
minor_swords_king,minor_wands_03,0.667,1,Hard
minor_swords_king,minor_wands_04,1.0,1,Hard
minor_swords_king,minor_wands_05,1.333,1,Hard
minor_swords_king,minor_wands_06,0.833,1,Hard
minor_swords_king,minor_wands_07,1.0,1,Hard
minor_swords_king,minor_wands_08,1.167,1,Hard
minor_swords_king,minor_wands_09,1.5,2,Medium
minor_swords_king,minor_wands_10,1.0,1,Hard
minor_swords_king,minor_wands_page,1.333,1,Hard
minor_swords_king,minor_wands_knight,1.5,2,Medium
minor_swords_king,minor_wands_queen,0.333,1,Hard
minor_swords_king,minor_wands_king,0.833,1,Hard
minor_swords_king,minor_cups_ace,1.5,2,Medium
minor_swords_king,minor_cups_02,1.5,2,Medium
minor_swords_king,minor_cups_03,1.5,2,Medium
minor_swords_king,minor_cups_04,2.0,3,Easy
minor_swords_king,minor_cups_05,2.167,3,Easy
minor_swords_king,minor_cups_06,1.167,1,Hard
minor_swords_king,minor_cups_07,1.667,2,Medium
minor_swords_king,minor_cups_08,1.667,2,Medium
minor_swords_king,minor_cups_09,1.167,1,Hard
minor_swords_king,minor_cups_10,1.667,2,Medium
minor_swords_king,minor_cups_page,1.5,2,Medium
minor_swords_king,minor_cups_knight,1.5,2,Medium
minor_swords_king,minor_cups_queen,2.0,3,Easy
minor_swords_king,minor_cups_king,1.333,1,Hard
minor_swords_king,minor_swords_ace,0.5,1,Hard
minor_swords_king,minor_swords_02,1.667,2,Medium
minor_swords_king,minor_swords_03,2.0,3,Easy
minor_swords_king,minor_swords_04,1.667,2,Medium
minor_swords_king,minor_swords_05,1.333,1,Hard
minor_swords_king,minor_swords_06,0.667,1,Hard
minor_swords_king,minor_swords_07,1.0,1,Hard
minor_swords_king,minor_swords_08,2.833,3,Easy
minor_swords_king,minor_swords_09,2.833,3,Easy
minor_swords_king,minor_swords_10,2.5,3,Easy
minor_swords_king,minor_swords_page,0.833,1,Hard
minor_swords_king,minor_swords_knight,0.667,1,Hard
minor_swords_king,minor_swords_queen,0.5,1,Hard
minor_swords_king,minor_pentacles_ace,0.667,1,Hard
minor_swords_king,minor_pentacles_02,0.667,1,Hard
minor_swords_king,minor_pentacles_03,1.0,1,Hard
minor_swords_king,minor_pentacles_04,0.833,1,Hard
minor_swords_king,minor_pentacles_05,2.167,3,Easy
minor_swords_king,minor_pentacles_06,1.0,1,Hard
minor_swords_king,minor_pentacles_07,1.0,1,Hard
minor_swords_king,minor_pentacles_08,0.667,1,Hard
minor_swords_king,minor_pentacles_09,1.5,2,Medium
minor_swords_king,minor_pentacles_10,1.167,1,Hard
minor_swords_king,minor_pentacles_page,0.833,1,Hard
minor_swords_king,minor_pentacles_knight,0.5,1,Hard
minor_swords_king,minor_pentacles_queen,1.0,1,Hard
minor_swords_king,minor_pentacles_king,1.0,1,Hard
minor_pentacles_ace,major_00_fool,1.5,2,Medium
minor_pentacles_ace,major_01_magician,1.167,1,Hard
minor_pentacles_ace,major_02_high_priestess,2.333,3,Easy
minor_pentacles_ace,major_03_empress,1.333,1,Hard
minor_pentacles_ace,major_04_emperor,1.0,1,Hard
minor_pentacles_ace,major_05_hierophant,1.333,1,Hard
minor_pentacles_ace,major_06_lovers,1.5,2,Medium
minor_pentacles_ace,major_07_chariot,1.5,2,Medium
minor_pentacles_ace,major_08_strength,0.667,1,Hard
minor_pentacles_ace,major_09_hermit,2.0,3,Easy
minor_pentacles_ace,major_10_wheel_of_fortune,1.167,1,Hard
minor_pentacles_ace,major_11_justice,1.0,1,Hard
minor_pentacles_ace,major_12_hanged_man,2.5,3,Easy
minor_pentacles_ace,major_13_death,1.833,2,Medium
minor_pentacles_ace,major_14_temperance,1.0,1,Hard
minor_pentacles_ace,major_15_devil,1.667,2,Medium
minor_pentacles_ace,major_16_tower,2.167,3,Easy
minor_pentacles_ace,major_17_star,1.0,1,Hard
minor_pentacles_ace,major_18_moon,2.5,3,Easy
minor_pentacles_ace,major_19_sun,1.5,2,Medium
minor_pentacles_ace,major_20_judgment,0.833,1,Hard
minor_pentacles_ace,major_21_world,1.333,1,Hard
minor_pentacles_ace,minor_wands_ace,1.0,1,Hard
minor_pentacles_ace,minor_wands_02,0.5,1,Hard
minor_pentacles_ace,minor_wands_03,0.333,1,Hard
minor_pentacles_ace,minor_wands_04,1.0,1,Hard
minor_pentacles_ace,minor_wands_05,1.0,1,Hard
minor_pentacles_ace,minor_wands_06,1.167,1,Hard
minor_pentacles_ace,minor_wands_07,1.0,1,Hard
minor_pentacles_ace,minor_wands_08,0.5,1,Hard
minor_pentacles_ace,minor_wands_09,1.167,1,Hard
minor_pentacles_ace,minor_wands_10,1.0,1,Hard
minor_pentacles_ace,minor_wands_page,0.667,1,Hard
minor_pentacles_ace,minor_wands_knight,1.167,1,Hard
minor_pentacles_ace,minor_wands_queen,0.667,1,Hard
minor_pentacles_ace,minor_wands_king,1.167,1,Hard
minor_pentacles_ace,minor_cups_ace,1.167,1,Hard
minor_pentacles_ace,minor_cups_02,0.833,1,Hard
minor_pentacles_ace,minor_cups_03,1.167,1,Hard
minor_pentacles_ace,minor_cups_04,1.667,2,Medium
minor_pentacles_ace,minor_cups_05,1.833,2,Medium
minor_pentacles_ace,minor_cups_06,0.833,1,Hard
minor_pentacles_ace,minor_cups_07,1.333,1,Hard
minor_pentacles_ace,minor_cups_08,1.333,1,Hard
minor_pentacles_ace,minor_cups_09,1.167,1,Hard
minor_pentacles_ace,minor_cups_10,1.667,2,Medium
minor_pentacles_ace,minor_cups_page,0.833,1,Hard
minor_pentacles_ace,minor_cups_knight,1.167,1,Hard
minor_pentacles_ace,minor_cups_queen,1.333,1,Hard
minor_pentacles_ace,minor_cups_king,1.333,1,Hard
minor_pentacles_ace,minor_swords_ace,0.5,1,Hard
minor_pentacles_ace,minor_swords_02,1.667,2,Medium
minor_pentacles_ace,minor_swords_03,1.667,2,Medium
minor_pentacles_ace,minor_swords_04,1.333,1,Hard
minor_pentacles_ace,minor_swords_05,1.333,1,Hard
minor_pentacles_ace,minor_swords_06,0.333,1,Hard
minor_pentacles_ace,minor_swords_07,1.0,1,Hard
minor_pentacles_ace,minor_swords_08,2.5,3,Easy
minor_pentacles_ace,minor_swords_09,2.5,3,Easy
minor_pentacles_ace,minor_swords_10,2.167,3,Easy
minor_pentacles_ace,minor_swords_page,0.5,1,Hard
minor_pentacles_ace,minor_swords_knight,0.667,1,Hard
minor_pentacles_ace,minor_swords_queen,0.833,1,Hard
minor_pentacles_ace,minor_swords_king,0.667,1,Hard
minor_pentacles_ace,minor_pentacles_02,0.667,1,Hard
minor_pentacles_ace,minor_pentacles_03,1.0,1,Hard
minor_pentacles_ace,minor_pentacles_04,1.5,2,Medium
minor_pentacles_ace,minor_pentacles_05,1.833,2,Medium
minor_pentacles_ace,minor_pentacles_06,0.667,1,Hard
minor_pentacles_ace,minor_pentacles_07,1.0,1,Hard
minor_pentacles_ace,minor_pentacles_08,1.0,1,Hard
minor_pentacles_ace,minor_pentacles_09,1.5,2,Medium
minor_pentacles_ace,minor_pentacles_10,1.167,1,Hard
minor_pentacles_ace,minor_pentacles_page,0.5,1,Hard
minor_pentacles_ace,minor_pentacles_knight,1.167,1,Hard
minor_pentacles_ace,minor_pentacles_queen,0.667,1,Hard
minor_pentacles_ace,minor_pentacles_king,1.0,1,Hard
minor_pentacles_02,major_00_fool,1.833,2,Medium
minor_pentacles_02,major_01_magician,1.5,2,Medium
minor_pentacles_02,major_02_high_priestess,3.0,3,Easy
minor_pentacles_02,major_03_empress,2.0,3,Easy
minor_pentacles_02,major_04_emperor,1.0,1,Hard
minor_pentacles_02,major_05_hierophant,1.333,1,Hard
minor_pentacles_02,major_06_lovers,0.833,1,Hard
minor_pentacles_02,major_07_chariot,0.833,1,Hard
minor_pentacles_02,major_08_strength,1.0,1,Hard
minor_pentacles_02,major_09_hermit,2.333,3,Easy
minor_pentacles_02,major_10_wheel_of_fortune,1.167,1,Hard
minor_pentacles_02,major_11_justice,1.0,1,Hard
minor_pentacles_02,major_12_hanged_man,2.167,3,Easy
minor_pentacles_02,major_13_death,1.5,2,Medium
minor_pentacles_02,major_14_temperance,1.667,2,Medium
minor_pentacles_02,major_15_devil,1.667,2,Medium
minor_pentacles_02,major_16_tower,1.833,2,Medium
minor_pentacles_02,major_17_star,1.667,2,Medium
minor_pentacles_02,major_18_moon,2.167,3,Easy
minor_pentacles_02,major_19_sun,1.833,2,Medium
minor_pentacles_02,major_20_judgment,0.833,1,Hard
minor_pentacles_02,major_21_world,1.667,2,Medium
minor_pentacles_02,minor_wands_ace,1.333,1,Hard
minor_pentacles_02,minor_wands_02,0.5,1,Hard
minor_pentacles_02,minor_wands_03,0.667,1,Hard
minor_pentacles_02,minor_wands_04,1.333,1,Hard
minor_pentacles_02,minor_wands_05,0.667,1,Hard
minor_pentacles_02,minor_wands_06,1.5,2,Medium
minor_pentacles_02,minor_wands_07,0.333,1,Hard
minor_pentacles_02,minor_wands_08,1.167,1,Hard
minor_pentacles_02,minor_wands_09,1.167,1,Hard
minor_pentacles_02,minor_wands_10,0.333,1,Hard
minor_pentacles_02,minor_wands_page,1.0,1,Hard
minor_pentacles_02,minor_wands_knight,1.167,1,Hard
minor_pentacles_02,minor_wands_queen,1.0,1,Hard
minor_pentacles_02,minor_wands_king,1.5,2,Medium
minor_pentacles_02,minor_cups_ace,1.833,2,Medium
minor_pentacles_02,minor_cups_02,1.5,2,Medium
minor_pentacles_02,minor_cups_03,1.833,2,Medium
minor_pentacles_02,minor_cups_04,1.667,2,Medium
minor_pentacles_02,minor_cups_05,1.5,2,Medium
minor_pentacles_02,minor_cups_06,1.5,2,Medium
minor_pentacles_02,minor_cups_07,1.333,1,Hard
minor_pentacles_02,minor_cups_08,1.0,1,Hard
minor_pentacles_02,minor_cups_09,1.5,2,Medium
minor_pentacles_02,minor_cups_10,2.0,3,Easy
minor_pentacles_02,minor_cups_page,1.5,2,Medium
minor_pentacles_02,minor_cups_knight,1.167,1,Hard
minor_pentacles_02,minor_cups_queen,2.0,3,Easy
minor_pentacles_02,minor_cups_king,1.667,2,Medium
minor_pentacles_02,minor_swords_ace,0.833,1,Hard
minor_pentacles_02,minor_swords_02,1.667,2,Medium
minor_pentacles_02,minor_swords_03,1.333,1,Hard
minor_pentacles_02,minor_swords_04,2.0,3,Easy
minor_pentacles_02,minor_swords_05,0.667,1,Hard
minor_pentacles_02,minor_swords_06,0.667,1,Hard
minor_pentacles_02,minor_swords_07,0.667,1,Hard
minor_pentacles_02,minor_swords_08,2.167,3,Easy
minor_pentacles_02,minor_swords_09,2.167,3,Easy
minor_pentacles_02,minor_swords_10,1.833,2,Medium
minor_pentacles_02,minor_swords_page,0.833,1,Hard
minor_pentacles_02,minor_swords_knight,0.333,1,Hard
minor_pentacles_02,minor_swords_queen,0.833,1,Hard
minor_pentacles_02,minor_swords_king,0.667,1,Hard
minor_pentacles_02,minor_pentacles_ace,0.667,1,Hard
minor_pentacles_02,minor_pentacles_03,1.333,1,Hard
minor_pentacles_02,minor_pentacles_04,1.5,2,Medium
minor_pentacles_02,minor_pentacles_05,1.5,2,Medium
minor_pentacles_02,minor_pentacles_06,1.0,1,Hard
minor_pentacles_02,minor_pentacles_07,1.333,1,Hard
minor_pentacles_02,minor_pentacles_08,1.333,1,Hard
minor_pentacles_02,minor_pentacles_09,1.833,2,Medium
minor_pentacles_02,minor_pentacles_10,1.5,2,Medium
minor_pentacles_02,minor_pentacles_page,0.833,1,Hard
minor_pentacles_02,minor_pentacles_knight,0.833,1,Hard
minor_pentacles_02,minor_pentacles_queen,1.333,1,Hard
minor_pentacles_02,minor_pentacles_king,1.333,1,Hard
minor_pentacles_03,major_00_fool,2.167,3,Easy
minor_pentacles_03,major_01_magician,0.833,1,Hard
minor_pentacles_03,major_02_high_priestess,3.0,3,Easy
minor_pentacles_03,major_03_empress,1.333,1,Hard
minor_pentacles_03,major_04_emperor,1.0,1,Hard
minor_pentacles_03,major_05_hierophant,1.667,2,Medium
minor_pentacles_03,major_06_lovers,1.5,2,Medium
minor_pentacles_03,major_07_chariot,1.5,2,Medium
minor_pentacles_03,major_08_strength,1.0,1,Hard
minor_pentacles_03,major_09_hermit,2.333,3,Easy
minor_pentacles_03,major_10_wheel_of_fortune,2.167,3,Easy
minor_pentacles_03,major_11_justice,1.0,1,Hard
minor_pentacles_03,major_12_hanged_man,3.5,3,Easy
minor_pentacles_03,major_13_death,2.833,3,Easy
minor_pentacles_03,major_14_temperance,1.667,2,Medium
minor_pentacles_03,major_15_devil,2.0,3,Easy
minor_pentacles_03,major_16_tower,2.833,3,Easy
minor_pentacles_03,major_17_star,1.333,1,Hard
minor_pentacles_03,major_18_moon,3.5,3,Easy
minor_pentacles_03,major_19_sun,0.833,1,Hard
minor_pentacles_03,major_20_judgment,1.833,2,Medium
minor_pentacles_03,major_21_world,1.667,2,Medium
minor_pentacles_03,minor_wands_ace,1.667,2,Medium
minor_pentacles_03,minor_wands_02,0.833,1,Hard
minor_pentacles_03,minor_wands_03,0.667,1,Hard
minor_pentacles_03,minor_wands_04,0.667,1,Hard
minor_pentacles_03,minor_wands_05,1.667,2,Medium
minor_pentacles_03,minor_wands_06,0.833,1,Hard
minor_pentacles_03,minor_wands_07,1.333,1,Hard
minor_pentacles_03,minor_wands_08,1.167,1,Hard
minor_pentacles_03,minor_wands_09,2.167,3,Easy
minor_pentacles_03,minor_wands_10,1.667,2,Medium
minor_pentacles_03,minor_wands_page,1.333,1,Hard
minor_pentacles_03,minor_wands_knight,1.833,2,Medium
minor_pentacles_03,minor_wands_queen,0.667,1,Hard
minor_pentacles_03,minor_wands_king,0.5,1,Hard
minor_pentacles_03,minor_cups_ace,1.167,1,Hard
minor_pentacles_03,minor_cups_02,1.167,1,Hard
minor_pentacles_03,minor_cups_03,0.833,1,Hard
minor_pentacles_03,minor_cups_04,2.667,3,Easy
minor_pentacles_03,minor_cups_05,2.833,3,Easy
minor_pentacles_03,minor_cups_06,1.5,2,Medium
minor_pentacles_03,minor_cups_07,2.333,3,Easy
minor_pentacles_03,minor_cups_08,2.333,3,Easy
minor_pentacles_03,minor_cups_09,1.5,2,Medium
minor_pentacles_03,minor_cups_10,1.333,1,Hard
minor_pentacles_03,minor_cups_page,1.167,1,Hard
minor_pentacles_03,minor_cups_knight,1.5,2,Medium
minor_pentacles_03,minor_cups_queen,1.667,2,Medium
minor_pentacles_03,minor_cups_king,1.0,1,Hard
minor_pentacles_03,minor_swords_ace,1.167,1,Hard
minor_pentacles_03,minor_swords_02,2.333,3,Easy
minor_pentacles_03,minor_swords_03,2.667,3,Easy
minor_pentacles_03,minor_swords_04,2.0,3,Easy
minor_pentacles_03,minor_swords_05,2.0,3,Easy
minor_pentacles_03,minor_swords_06,1.333,1,Hard
minor_pentacles_03,minor_swords_07,1.667,2,Medium
minor_pentacles_03,minor_swords_08,3.5,3,Easy
minor_pentacles_03,minor_swords_09,3.5,3,Easy
minor_pentacles_03,minor_swords_10,3.167,3,Easy
minor_pentacles_03,minor_swords_page,0.833,1,Hard
minor_pentacles_03,minor_swords_knight,1.0,1,Hard
minor_pentacles_03,minor_swords_queen,1.167,1,Hard
minor_pentacles_03,minor_swords_king,1.0,1,Hard
minor_pentacles_03,minor_pentacles_ace,1.0,1,Hard
minor_pentacles_03,minor_pentacles_02,1.333,1,Hard
minor_pentacles_03,minor_pentacles_04,1.833,2,Medium
minor_pentacles_03,minor_pentacles_05,2.833,3,Easy
minor_pentacles_03,minor_pentacles_06,1.0,1,Hard
minor_pentacles_03,minor_pentacles_07,1.667,2,Medium
minor_pentacles_03,minor_pentacles_08,1.333,1,Hard
minor_pentacles_03,minor_pentacles_09,1.833,2,Medium
minor_pentacles_03,minor_pentacles_10,1.167,1,Hard
minor_pentacles_03,minor_pentacles_page,1.5,2,Medium
minor_pentacles_03,minor_pentacles_knight,1.5,2,Medium
minor_pentacles_03,minor_pentacles_queen,0.667,1,Hard
minor_pentacles_03,minor_pentacles_king,1.0,1,Hard
minor_pentacles_04,major_00_fool,2.667,3,Easy
minor_pentacles_04,major_01_magician,1.667,2,Medium
minor_pentacles_04,major_02_high_priestess,2.5,3,Easy
minor_pentacles_04,major_03_empress,2.167,3,Easy
minor_pentacles_04,major_04_emperor,1.167,1,Hard
minor_pentacles_04,major_05_hierophant,1.167,1,Hard
minor_pentacles_04,major_06_lovers,1.667,2,Medium
minor_pentacles_04,major_07_chariot,1.667,2,Medium
minor_pentacles_04,major_08_strength,1.5,2,Medium
minor_pentacles_04,major_09_hermit,1.833,2,Medium
minor_pentacles_04,major_10_wheel_of_fortune,1.667,2,Medium
minor_pentacles_04,major_11_justice,0.833,1,Hard
minor_pentacles_04,major_12_hanged_man,2.667,3,Easy
minor_pentacles_04,major_13_death,2.333,3,Easy
minor_pentacles_04,major_14_temperance,1.5,2,Medium
minor_pentacles_04,major_15_devil,1.833,2,Medium
minor_pentacles_04,major_16_tower,3.0,3,Easy
minor_pentacles_04,major_17_star,1.5,2,Medium
minor_pentacles_04,major_18_moon,2.667,3,Easy
minor_pentacles_04,major_19_sun,2.0,3,Easy
minor_pentacles_04,major_20_judgment,1.667,2,Medium
minor_pentacles_04,major_21_world,1.167,1,Hard
minor_pentacles_04,minor_wands_ace,2.5,3,Easy
minor_pentacles_04,minor_wands_02,1.333,1,Hard
minor_pentacles_04,minor_wands_03,1.5,2,Medium
minor_pentacles_04,minor_wands_04,1.5,2,Medium
minor_pentacles_04,minor_wands_05,2.167,3,Easy
minor_pentacles_04,minor_wands_06,1.333,1,Hard
minor_pentacles_04,minor_wands_07,1.5,2,Medium
minor_pentacles_04,minor_wands_08,2.0,3,Easy
minor_pentacles_04,minor_wands_09,1.333,1,Hard
minor_pentacles_04,minor_wands_10,1.833,2,Medium
minor_pentacles_04,minor_wands_page,2.167,3,Easy
minor_pentacles_04,minor_wands_knight,2.333,3,Easy
minor_pentacles_04,minor_wands_queen,1.167,1,Hard
minor_pentacles_04,minor_wands_king,1.333,1,Hard
minor_pentacles_04,minor_cups_ace,2.0,3,Easy
minor_pentacles_04,minor_cups_02,2.0,3,Easy
minor_pentacles_04,minor_cups_03,2.0,3,Easy
minor_pentacles_04,minor_cups_04,1.833,2,Medium
minor_pentacles_04,minor_cups_05,2.0,3,Easy
minor_pentacles_04,minor_cups_06,1.333,1,Hard
minor_pentacles_04,minor_cups_07,1.833,2,Medium
minor_pentacles_04,minor_cups_08,2.167,3,Easy
minor_pentacles_04,minor_cups_09,1.0,1,Hard
minor_pentacles_04,minor_cups_10,1.5,2,Medium
minor_pentacles_04,minor_cups_page,2.0,3,Easy
minor_pentacles_04,minor_cups_knight,2.333,3,Easy
minor_pentacles_04,minor_cups_queen,2.167,3,Easy
minor_pentacles_04,minor_cups_king,1.5,2,Medium
minor_pentacles_04,minor_swords_ace,1.333,1,Hard
minor_pentacles_04,minor_swords_02,1.5,2,Medium
minor_pentacles_04,minor_swords_03,2.167,3,Easy
minor_pentacles_04,minor_swords_04,1.5,2,Medium
minor_pentacles_04,minor_swords_05,1.833,2,Medium
minor_pentacles_04,minor_swords_06,1.5,2,Medium
minor_pentacles_04,minor_swords_07,1.5,2,Medium
minor_pentacles_04,minor_swords_08,2.667,3,Easy
minor_pentacles_04,minor_swords_09,2.667,3,Easy
minor_pentacles_04,minor_swords_10,2.333,3,Easy
minor_pentacles_04,minor_swords_page,1.667,2,Medium
minor_pentacles_04,minor_swords_knight,1.5,2,Medium
minor_pentacles_04,minor_swords_queen,1.0,1,Hard
minor_pentacles_04,minor_swords_king,0.833,1,Hard
minor_pentacles_04,minor_pentacles_ace,1.5,2,Medium
minor_pentacles_04,minor_pentacles_02,1.5,2,Medium
minor_pentacles_04,minor_pentacles_03,1.833,2,Medium
minor_pentacles_04,minor_pentacles_05,2.333,3,Easy
minor_pentacles_04,minor_pentacles_06,1.5,2,Medium
minor_pentacles_04,minor_pentacles_07,1.167,1,Hard
minor_pentacles_04,minor_pentacles_08,1.167,1,Hard
minor_pentacles_04,minor_pentacles_09,1.0,1,Hard
minor_pentacles_04,minor_pentacles_10,1.333,1,Hard
minor_pentacles_04,minor_pentacles_page,1.333,1,Hard
minor_pentacles_04,minor_pentacles_knight,1.0,1,Hard
minor_pentacles_04,minor_pentacles_queen,1.5,2,Medium
minor_pentacles_04,minor_pentacles_king,1.167,1,Hard
minor_pentacles_05,major_00_fool,1.667,2,Medium
minor_pentacles_05,major_01_magician,3.0,3,Easy
minor_pentacles_05,major_02_high_priestess,2.833,3,Easy
minor_pentacles_05,major_03_empress,2.833,3,Easy
minor_pentacles_05,major_04_emperor,2.5,3,Easy
minor_pentacles_05,major_05_hierophant,1.833,2,Medium
minor_pentacles_05,major_06_lovers,2.0,3,Easy
minor_pentacles_05,major_07_chariot,2.0,3,Easy
minor_pentacles_05,major_08_strength,1.833,2,Medium
minor_pentacles_05,major_09_hermit,2.833,3,Easy
minor_pentacles_05,major_10_wheel_of_fortune,1.333,1,Hard
minor_pentacles_05,major_11_justice,2.167,3,Easy
minor_pentacles_05,major_12_hanged_man,2.0,3,Easy
minor_pentacles_05,major_13_death,0.667,1,Hard
minor_pentacles_05,major_14_temperance,2.167,3,Easy
minor_pentacles_05,major_15_devil,1.5,2,Medium
minor_pentacles_05,major_16_tower,1.0,1,Hard
minor_pentacles_05,major_17_star,2.167,3,Easy
minor_pentacles_05,major_18_moon,1.667,2,Medium
minor_pentacles_05,major_19_sun,3.333,3,Easy
minor_pentacles_05,major_20_judgment,1.0,1,Hard
minor_pentacles_05,major_21_world,2.833,3,Easy
minor_pentacles_05,minor_wands_ace,1.833,2,Medium
minor_pentacles_05,minor_wands_02,2.0,3,Easy
minor_pentacles_05,minor_wands_03,2.167,3,Easy
minor_pentacles_05,minor_wands_04,2.833,3,Easy
minor_pentacles_05,minor_wands_05,1.167,1,Hard
minor_pentacles_05,minor_wands_06,3.0,3,Easy
minor_pentacles_05,minor_wands_07,1.5,2,Medium
minor_pentacles_05,minor_wands_08,1.667,2,Medium
minor_pentacles_05,minor_wands_09,1.333,1,Hard
minor_pentacles_05,minor_wands_10,1.167,1,Hard
minor_pentacles_05,minor_wands_page,1.833,2,Medium
minor_pentacles_05,minor_wands_knight,1.667,2,Medium
minor_pentacles_05,minor_wands_queen,2.5,3,Easy
minor_pentacles_05,minor_wands_king,3.0,3,Easy
minor_pentacles_05,minor_cups_ace,2.0,3,Easy
minor_pentacles_05,minor_cups_02,2.333,3,Easy
minor_pentacles_05,minor_cups_03,2.667,3,Easy
minor_pentacles_05,minor_cups_04,1.833,2,Medium
minor_pentacles_05,minor_cups_05,0.667,1,Hard
minor_pentacles_05,minor_cups_06,2.0,3,Easy
minor_pentacles_05,minor_cups_07,1.5,2,Medium
minor_pentacles_05,minor_cups_08,0.833,1,Hard
minor_pentacles_05,minor_cups_09,2.333,3,Easy
minor_pentacles_05,minor_cups_10,2.833,3,Easy
minor_pentacles_05,minor_cups_page,1.667,2,Medium
minor_pentacles_05,minor_cups_knight,1.667,2,Medium
minor_pentacles_05,minor_cups_queen,2.167,3,Easy
minor_pentacles_05,minor_cups_king,2.5,3,Easy
minor_pentacles_05,minor_swords_ace,2.0,3,Easy
minor_pentacles_05,minor_swords_02,2.167,3,Easy
minor_pentacles_05,minor_swords_03,0.5,1,Hard
minor_pentacles_05,minor_swords_04,2.167,3,Easy
minor_pentacles_05,minor_swords_05,0.833,1,Hard
minor_pentacles_05,minor_swords_06,1.5,2,Medium
minor_pentacles_05,minor_swords_07,1.5,2,Medium
